id,code,path
30000015,"public static void main(String[] args) throws FileNotFoundException {
    for (int caseNo=1; caseNo <= caseCount; ++caseNo) {
      if ((1L << (b - 2)) < m) {
        continue;
      }
      boolean x[]=new boolean[(int)b];
      Arrays.fill(x,false);
      for (int i=2; i < b; ++i) {
        if (((1L << (i - 2)) & (m - 1)) > 0) {
          x[i]=true;
        }
      }
      for (int j=2; j <= b; j++)       writer.print(1);
      for (int i=2; i < b; ++i) {
        for (int j=1; j <= i; ++j)         writer.print(0);
        for (int j=i + 1; j < b; ++j)         writer.print(1);
      }
      for (int j=1; j <= b; j++)       writer.print(0);
    }
  }
 }",data/googlejam4_src/9/googlejam9.p070.B.main
30000016,"public static void main(String[] args){
  B b=new B();
  for (int a=0; a < cases; a++) {
    int b1=Integer.parseInt(line[0]);
    long m=Long.parseLong(line[1]);
    boolean[][] connected=new boolean[b1][b1];
    long[] value=new long[b1];
    value[b1 - 1]=1;
    value[b1 - 2]=1;
    connected[b1 - 2][b1 - 1]=true;
    for (int i=b1 - 3; i >= 0; i--) {
      int j=i + 1;
      while (j < b1 && value[i] < m) {
        if (value[i] + value[j] <= m) {
          value[i]+=value[j];
          connected[i][j]=true;
        }
        j++;
      }
    }
    if (value[0] == m) {
      int b2=connected.length;
      for (int i=0; i < b2; i++) {
        StringBuilder build=new StringBuilder();
        for (int j=0; j < b2; j++) {
          if (connected[i][j]) {
            build.append(1);
          }
 else {
            build.append(0);
          }
        }
      }
    }
 else {
    }
  }
}",data/googlejam4_src/9/googlejam9.p113.B.main
30000017,"public static void main(String[] args) throws Exception {
  String line;
  int testCase=1;
  while ((line=br.readLine()) != null) {
    if (line.length() == 0) {
      break;
    }
    String[] parts=line.split("" "");
    long b=Long.parseLong(parts[0]);
    long m=Long.parseLong(parts[1]);
    if (b == 2) {
      if (m != 1) {
      }
 else {
      }
    }
 else {
      long max=(1L << (b - 2));
      if (m > max) {
      }
 else {
        for (int j=1; j < b; j++) {
          for (int k=0; k < b; k++) {
          }
        }
      }
    }
  }
}",data/googlejam4_src/9/googlejam9.p133.B.main
30000018,"public static void main(String[] args){
  int t=in.nextInt();
  for (int i=1; i <= t; ++i) {
    int B=Integer.parseInt(nums[0]);
    BigInteger M=new BigInteger(nums[1]);
    BigInteger[] result=new BigInteger[B + 1];
    result[0]=BigInteger.ZERO;
    result[1]=BigInteger.ONE;
    BigInteger runningSum=BigInteger.ONE;
    for (int i4=2; i4 <= B; i4++) {
      result[i4]=runningSum;
      runningSum=runningSum.add(result[i4]);
    }
    BigInteger[] numWays=result;
    if (numWays[B].compareTo(M) < 0) {
    }
 else {
      int[][] matrix=new int[B][B];
      for (int i3=0; i3 < B; i3++) {
        for (int j=i3 + 1; j < B; j++) {
          matrix[i3][j]=1;
        }
      }
      BigInteger difference=numWays[B].subtract(M);
      while (difference.compareTo(BigInteger.ZERO) != 0) {
        for (int i2=B - 1; i2 >= 1; i2--) {
          if (difference.compareTo(numWays[i2]) >= 0) {
            matrix[i2 - 1][B - 1]=0;
            difference=difference.subtract(numWays[i2]);
          }
        }
      }
      for (int i1=0; i1 < B; i1++) {
        for (int j=0; j < B; j++) {
        }
      }
    }
  }
}",data/googlejam4_src/9/googlejam9.p107.B.main
30000019,"public static void main(String[] args) throws FileNotFoundException {
  int tt=in.nextInt();
  for (int tc=1; tc <= tt; tc++) {
    int b=in.nextInt();
    long m=in.nextLong();
    long p=1;
    long[] pp=new long[b];
    pp[0]=1;
    for (int i=1; i < b - 1; i++) {
      pp[i]=p;
      p=p * 2;
    }
    if (p < m) {
    }
 else {
      for (int i=1; i < b; i++) {
        if (m >= pp[b - i - 1]) {
          m-=pp[b - i - 1];
        }
 else {
        }
      }
      for (int i=1; i < b; i++) {
        for (int j=0; j <= i; j++)         out.print(""0"");
        for (int j=i + 1; j < b; j++)         out.print(""1"");
      }
    }
  }
}",data/googlejam4_src/9/googlejam9.p164.B.main
30000020,"public static void main(String[] args) throws IOException {
  int cnttest=Integer.parseInt(next());
  for (int test=1; test <= cnttest; test++) {
    int n=Integer.parseInt(next());
    long m=Long.parseLong(next());
    int[][] a=new int[n + 1][n + 1];
    long M=m;
    int pow=0;
    while (M % 2 == 0) {
      M/=2;
      pow++;
    }
    boolean ok=true;
    if (M == 1) {
      if (pow + 2 > n)       ok=false;
 else {
        for (int i=1; i <= pow + 1; i++) {
          for (int j=1; j < i; j++) {
            a[j][i]=1;
          }
        }
        for (int i=1; i <= pow + 1; i++) {
          a[i][n]=1;
        }
      }
    }
 else {
      for (int i=1; i < n; i++) {
        for (int j=1; j < i; j++) {
          a[j][i]=1;
        }
      }
      for (int i=0; i < 60; i++) {
        if ((m & (1l << i)) != 0) {
          if (i + 2 >= n) {
            ok=false;
            break;
          }
          a[i + 2][n]=1;
        }
      }
    }
    if (ok) {
      for (int i=1; i <= n; i++) {
        for (int j=1; j <= n; j++) {
        }
      }
    }
  }
}",data/googlejam4_src/9/googlejam9.p019.B.main
30000021,"public static void main(String[] args) throws FileNotFoundException {
  int tn=sc.nextInt();
  for (int ti=1; ti <= tn; ti++) {
    int n=sc.nextInt();
    int m=sc.nextInt();
    if (n == 2 && m == 1) {
      String res=""Case #"" + ti + "": POSSIBLE\n01\n00"";
      continue;
    }
    if (n == 2 && m > 1) {
      String res=""Case #"" + ti + "": IMPOSSIBLE"";
      continue;
    }
    int nv=1 + ((n - 1) * (n - 2));
    int cnt=1 << nv;
    int cntt=0;
    boolean ok=false;
    int[] rx=new int[nv];
    int[] cx=new int[nv];
    int cidx=0;
    for (int i=0; i < n - 1; i++) {
      for (int j=1; j <= n - 1; j++) {
        if (i != j) {
          rx[cidx]=i;
          cx[cidx]=j;
          cidx++;
        }
      }
    }
    inner:     for (int i=0; i < cnt; i++) {
      Map<Integer,Set<Integer>> map=new HashMap<Integer,Set<Integer>>();
      Map<Integer,Integer> income=new HashMap<Integer,Integer>();
      int k=i;
      int kx=0;
      while (k > 0) {
        if (k % 2 == 1) {
          int v=rx[kx];
          int v2=cx[kx];
          Set<Integer> integers=map.get(v);
          if (integers == null) {
            integers=new HashSet<Integer>();
            map.put(v,integers);
          }
          integers.add(v2);
          Integer idx1=income.get(v2);
          if (idx1 == null) {
            income.put(v2,1);
          }
 else {
            income.put(v2,idx1 + 1);
          }
        }
        k=k / 2;
        kx++;
      }
      Map<Integer,Integer> ways=new HashMap<Integer,Integer>();
      ways.put(0,1);
      Set<Integer> cur=new HashSet<Integer>();
      cur.add(0);
      int x=0;
      while (cur.size() > 0) {
        x++;
        if (x > 100) {
          continue inner;
        }
        Set<Integer> cs=new HashSet<Integer>();
        for (        Integer integer : cur) {
          Set<Integer> ss=map.get(integer);
          if (ss == null) {
            continue;
          }
          for (          Integer v1 : map.get(integer)) {
            Integer w1=ways.get(v1);
            if (w1 == null) {
              ways.put(v1,ways.get(integer));
            }
 else {
              ways.put(v1,w1 + ways.get(integer));
            }
            Integer inc=income.get(v1);
            if (inc == 1) {
              cs.add(v1);
            }
 else {
              income.put(v1,inc - 1);
            }
          }
        }
        cur=cs;
      }
      if (ways.get(n - 1) != null && ways.get(n - 1) == m) {
        String res=""Case #"" + ti + "": POSSIBLE"";
        StringBuilder sb=new StringBuilder();
        for (int idx=0; idx < n; idx++) {
          for (int jdx=0; jdx < n; jdx++) {
            if (idx == jdx) {
              sb=sb.append(0);
            }
 else {
              sb=sb.append((map.get(idx) == null || !map.get(idx).contains(jdx)) ? 0 : 1);
            }
          }
          sb=sb.append(""\n"");
        }
        ok=true;
        break inner;
      }
    }
    if (!ok) {
      String res=""Case #"" + ti + "": IMPOSSIBLE"";
    }
  }
}",data/googlejam4_src/9/googlejam9.p202.Solution.main
30000022,"public static void main(String[] args) throws Exception {
  ProblemB obj=new ProblemB();
  for (int i=0; i < T; i++) {
    StringTokenizer token=new StringTokenizer(str,"" "");
    int B=Integer.parseInt(token.nextToken());
    long M=Long.parseLong(token.nextToken());
    boolean[][] mtx=new boolean[B][B];
    for (int j=1; j < B - 1; j++) {
      for (int k=0; k < j; k++) {
        mtx[k][j]=true;
      }
    }
    for (int j=0; j < B - 2; j++) {
      if (M >= (1L << (B - j - 3))) {
        mtx[B - j - 2][B - 1]=true;
        M-=(1L << (B - j - 3));
      }
    }
    if (M >= 1) {
      mtx[0][B - 1]=true;
      M-=1;
    }
    if (M == 0) {
      for (int j=0; j < B; j++) {
        for (int k=0; k < B; k++) {
        }
      }
    }
 else {
    }
  }
}",data/googlejam4_src/9/googlejam9.p004.ProblemB.main
30000023,"public static void main(String[] args) throws Exception {
  int testCases=Integer.parseInt(next());
  for (int t=1; t <= testCases; t++) {
    int b=Integer.parseInt(next());
    long m=Long.parseLong(next());
    if (Math.pow(2,b - 2) < m)     out.printf(""Case #%d: IMPOSSIBLE%n"",t);
 else {
      int[][] g=new int[b][b];
      for (int i=1; i < b; i++)       g[0][i]=1;
      long c=1;
      long[] p=new long[b];
      p[b - 1]=1;
      for (int i=b - 2; i >= 0; i--)       for (int j=i + 1; j < b; j++) {
        if (c == m)         break;
        if (c + p[j] <= m) {
          g[i][j]=1;
          p[i]+=p[j];
          c+=p[j];
        }
      }
      if (c == m) {
        for (int i=0; i < b; i++) {
          for (int j=0; j < b; j++)           out.print(Math.min(1,g[i][j]));
        }
      }
    }
  }
}",data/googlejam4_src/9/googlejam9.p103.Be.main
30000024,"public static void main(String... args) throws Exception {
            final int T = sc.nextInt();
            final Object[] solvers = new Object[T];
            for (int i = 0; i < T; i++){
                solvers[i] = new B(sc);
        B = sc.nextInt();
        M = sc.nextLong();}
            final Iterator<String> results = Arrays.stream(solvers)
                    .map(Object::toString)
                    .iterator();
            for (int i = 1; i <= T; i++);
}",data/googlejam4_src/9/googlejam9.p023.B.main
30000025,"public static void main(String[] args){
  for (int k=0; k < g; k++) {
    BigInteger c=new BigInteger(m + """");
    BigInteger two=new BigInteger(""2"");
    BigInteger rez=two.pow(b - 2);
    if (rez.compareTo(c) < 0) {
    }
 else {
      BigInteger e=new BigInteger(m + """");
      int max=lo(m) + 1;
      int[][] t=new int[b][b];
      for (int i=0; i <= max; i++) {
        for (int j=i + 1; j <= max; j++) {
          t[i][j]=1;
        }
      }
      while (m > 0) {
        if (m == 1) {
          t[0][b - 1]=1;
          m--;
        }
 else {
          int log=lo(m) + 1;
          t[log][b - 1]=1;
          m-=Math.pow(2,log - 1);
        }
      }
      for (int i=0; i < b; i++) {
        t[b - 1][i]=0;
      }
      for (int i=0; i < t.length; i++) {
        for (int j=0; j < t.length; j++) {
        }
      }
    }
  }
}",data/googlejam4_src/9/googlejam9.p191.CodeJamCB.main
30000026,"public static void main(String[] args) throws IOException {
  B r=new B();
  int i, j, k, l;
    if (!file.exists()) {
    }
    B.t=Integer.valueOf(B.line);
    B.a=new int[50][50];
    for (l=0; l < B.t; l++) {
      B.row=B.line.split(""\\s"");
      B.n=Integer.valueOf(B.row[0]);
      B.m=Long.valueOf(B.row[1]);
      for (i=0; i < B.n; i++) {
        Arrays.fill(B.a[i],0);
      }
      if (B.m > Math.pow(2,B.n - 2)) {
      }
 else {
        if (B.m > 0) {
          int i1, j1, k1;
          B.a[0][B.n - 1]=1;
          B.rem=B.m;
          int pow=0;
          for (; B.rem > 0; ) {
            B.rem/=2;
            pow++;
          }
          B.rem=(long)Math.pow(2,pow - 1);
          for (i1=1; i1 < pow; i1++) {
            for (j1=i1; j1 < pow; j1++) {
              if (i1 < j1)               B.a[i1][j1]=1;
              if (j1 < B.n - 1)               B.a[j1][B.n - 1]=1;
              B.a[0][j1]=1;
            }
          }
          B.rem=B.m - (long)Math.pow(2,pow - 1);
          if (B.rem > 0) {
            B.a[0][pow]=1;
            B.a[pow][B.n - 1]=1;
            B.rem--;
            for (int step=1; B.rem > 0; step++) {
              if (B.rem % 2 == 1) {
                B.a[pow][pow - step]=1;
              }
              B.rem/=2;
            }
          }
        }
        for (i=0; i < B.n; i++) {
          for (j=0; j < B.n; j++) {
          }
        }
      }
    }
 }",data/googlejam4_src/9/googlejam9.p131.B.main
30000027,"public static void main(String[] args) throws FileNotFoundException {
  int t=sc.nextInt();
  int count=1;
  long[] possibleRoutes=new long[52];
  for (int i=2; i <= 50; i++) {
    possibleRoutes[i]=1;
    for (int j=0; j < i; j++) {
      possibleRoutes[i]+=possibleRoutes[j];
    }
  }
  possibleRoutes[1]=1;
  while (t-- > 0) {
    int B=sc.nextInt();
    long M=sc.nextLong();
    if (M > possibleRoutes[B]) {
    }
 else {
      int building=B;
      long routes=M;
      boolean buildSlides=false;
      for (int j=0; j < B; j++) {
        if (routes < possibleRoutes[building] && !buildSlides) {
          if (routes <= possibleRoutes[building - 1]) {
            for (int i=0; i < B; i++) {
              if (i == j + 1) {
              }
 else {
              }
            }
          }
 else {
            buildSlides=true;
            for (int i=B; i > 0; i--) {
              if (possibleRoutes[i] <= routes) {
                routes-=possibleRoutes[i];
              }
 else {
              }
            }
          }
        }
 else {
          buildSlides=true;
          for (int i=0; i < B; i++) {
            if (i > j) {
            }
 else {
            }
          }
        }
        building--;
      }
    }
    count++;
  }
}",data/googlejam4_src/9/googlejam9.p119.ProblemB.main
30000028,"public static void main(String[] args) throws IOException {
  for (int ind=0; ind < Num; ind++) {
    long B=Long.parseLong(inar[0]);
    long M=Long.parseLong(inar[1]);
    if (M > Math.pow(2,B - 2))     out.println(""Case #"" + (ind + 1) + "": IMPOSSIBLE"");
 else {
      long T=(long)Math.pow(2,B - 2) - M;
      int[] connected=new int[(int)B];
      for (int x=0; x < B; x++)       connected[x]=1;
      String bin=Long.toBinaryString(T);
      int i=1;
      for (int x=bin.length() - 1; x >= 0; x--) {
        if (bin.substring(x,x + 1).compareTo(""1"") == 0)         connected[i]=0;
        i++;
      }
      for (int x=0; x < B - 1; x++) {
        for (int y=0; y <= x; y++)         out.print(""0"");
        for (int y=x + 1; y < B - 1; y++)         out.print(""1"");
      }
      for (int x=0; x < B; x++)       out.print(""0"");
    }
  }
}",data/googlejam4_src/9/googlejam9.p059.slides.main
30000029,"public static void main(String[] args) throws Exception {
  int T=in.nextInt();
  for (int i=1; i <= T; i++) {
    int B=in.nextInt();
    long M=in.nextLong();
    long temp=(long)Math.pow(2,B - 2);
    if (M > temp) {
    }
 else {
      boolean[] b=new boolean[B];
      for (int j=1; j < B; j++) {
        temp/=2;
        if (M > temp) {
          M-=temp;
          b[B - 1 - j]=true;
        }
      }
      StringBuilder sb=new StringBuilder();
      for (int j=0; j < B; j++) {
        sb.append('\n');
        for (int k=0; k <= j; k++) {
          sb.append('0');
        }
        for (int k=j + 1; k < B; k++) {
          if (k == B - 1) {
            sb.append(b[j] ? '1' : '0');
          }
 else {
            sb.append('1');
          }
        }
      }
    }
  }
}",data/googlejam4_src/9/googlejam9.p085.ProblemB.main
